Cast Type,Person ID,Lead,Season Type,Season,First Name,Last Name,Age,Occupation (Raw),Occupation (Clean),Occupation Group,Week Number Eliminated,Place,Circumstance,Bachelor Pad 1,Bachelor Pad 2,Bachelor Pad 3,BiP 1,BiP 2,BiP 3,BiP 4,BiP 5,BiP 6,Bachelor Winter Games,Total Ensemble Appearances,Hometown,State,Lead Religion,Lead Race,How Season Ended,Relationship Status (Nov 2021)
Contestant,796,Matt Grant,Bachelor,Bachelor 12,Carri,Perrier,25,Church marketing rep.,Church Marketing Representative,"Non-Profit, Charity, & Social Work",Week 2,13,,,,,,,,,,,,0,Oklahoma City,Oklahoma,,,,
Contestant,797,Matt Grant,Bachelor,Bachelor 12,Chelsea,Wanstrath,25,Pharmaceutical sales rep.,Pharmaceutical Sales Representative,Sales,Runner-up,2,,,,,,,,,,,,0,Durango,Colorado,,,,
Contestant,798,Matt Grant,Bachelor,Bachelor 12,Denise,Hawthorne,30,Attorney and former White House aide,Attorney / Former White House Aide,Lawyers & Legal Services,Week 1,18,,,,,,,,,,,,0,Washington,D.C.,,,,
Contestant,799,Matt Grant,Bachelor,Bachelor 12,Devon,Antin,24,Makeup artist,Make-Up Artist,Hair & Makeup,Week 1,19,,,,,,,,,,,,0,Austin,Texas,,,,
Contestant,800,Matt Grant,Bachelor,Bachelor 12,Erin,Storm,33,Hot-dog vendor,Hot-Dog Vendor,Food Service,Week 3,11,,,,,,,,,,,,0,San Marcos,California,,,,
Contestant,801,Matt Grant,Bachelor,Bachelor 12,Erin,Harper,25,Event planner,Event Planner,Event Planning,Week 2,14,,,,,,,,,,,,0,Seattle,Washington,,,,
Contestant,802,Matt Grant,Bachelor,Bachelor 12,Holly,Durst,24,Children's book author,Children's Book Author,Media & Journalism,Week 4,9,,,1,,,,,,,,,1,Suffield,Ohio,,,,
Contestant,803,Matt Grant,Bachelor,Bachelor 12,Kelly,Hark,25,Medical sales rep.,Medical Sales Representative,Sales,Week 4,8,,,,,,,,,,,,0,Hollywood,California,,,,
Contestant,804,Matt Grant,Bachelor,Bachelor 12,Kristine,Heffelfinger,33,Personal trainer,Personal Trainer,Personal Trainers & Coaches,Week 3,12,,,,,,,,,,,,0,Dillsburg,Pennsylvania,,,,
Contestant,805,Matt Grant,Bachelor,Bachelor 12,Lesley,Geyer,23,Youth minister,Youth Minister,"Non-Profit, Charity, & Social Work",Week 1,20,,,,,,,,,,,,0,Tampa,Florida,,,,
Contestant,806,Matt Grant,Bachelor,Bachelor 12,Marshana,Ritchie,27,Fashion designer,Fashion Designer,Fashion Design & Retail,Week 5,5,,,,,,,,,,,,0,Brooklyn,New York,,,,
Contestant,807,Matt Grant,Bachelor,Bachelor 12,Michele,Romero,33,Interior designer,Interior Designer,Real Estate & Interior Design,Week 1,21,,,,,,,,,,,,0,Laguna Niguel,California,,,,
Contestant,808,Matt Grant,Bachelor,Bachelor 12,Michelle,Procopio,28,Administrative assistant,Administrative Assistant,Business & Entrepreneurship,Week 2,15,,,,,,,,,,,,0,Syracuse,New York,,,,
Contestant,809,Matt Grant,Bachelor,Bachelor 12,Noelle,Drake,26,Photographer,Photographer,Art & Design,Week 6,4,,,,,,,,,,,,0,Loveland,Colorado,,,,
Contestant,810,Matt Grant,Bachelor,Bachelor 12,Rebecca,LeBlanc,30,Attorney,Attorney,Lawyers & Legal Services,Week 1,22,,,,,,,,,,,,0,Alamo,California,,,,
Contestant,811,Matt Grant,Bachelor,Bachelor 12,Robin,Canfield,22,Advertising coordinator,Advertising Coordinator,Advertising & Marketing,Week 5,6,,,,,,,,,,,,0,Holland,Michigan,,,,
Contestant,812,Matt Grant,Bachelor,Bachelor 12,Shayne,Lamas,22,Actress,Actor,Modeling & Acting,Winner,1,,,,,,,,,,,,0,Malibu,California,,,,
Contestant,813,Matt Grant,Bachelor,Bachelor 12,Stacey,Elza,26,Graduate student,Graduate Student,Student (General),Week 1,23,,,,,,,,,,,,0,Chicago,Illinois,,,,
Contestant,814,Matt Grant,Bachelor,Bachelor 12,Tamara,Sketz,23,Cocktail waitress,Cocktail Waitress,Food Service,Week 1,24,,,,,,,,,,,,0,Beverly Hills,California,,,,
Contestant,815,Matt Grant,Bachelor,Bachelor 12,Tiffany,Thornburg,33,Real estate marketing rep.,Real Estate Marketing Representative,Real Estate & Interior Design,Week 1,25,,,,,,,,,,,,0,San Francisco,California,,,,
Contestant,816,Meredith Phillips,Bachelorette,Bachelorette 2,Aaron,,32,Title and Escrow Sales,Title & Escrow Sales,Real Estate & Interior Design,Week 1,16,,,,,,,,,,,,0,Sacramento,California,,,,
Contestant,817,Meredith Phillips,Bachelorette,Bachelorette 2,Andy,Chang,33,Dentist,Dentist,Physicians & Dentists,Week 1,17,,,,,,,,,,,,0,Dallas,Texas,,,,
Contestant,818,Meredith Phillips,Bachelorette,Bachelorette 2,Anselm,Clinard,32,Art Designer,Art Designer,Art & Design,Week 1,18,,,,,,,,,,,,0,Venice,California,,,,
Contestant,819,Meredith Phillips,Bachelorette,Bachelorette 2,Brad,,29,Pharmaceutical Sales Rep,Pharmaceutical Sales Representative,Sales,Week 4,5,,,,,,,,,,,,0,Grand Rapids,Michigan,,,,
Contestant,820,Meredith Phillips,Bachelorette,Bachelorette 2,Brian,,31,Attorney,Attorney,Lawyers & Legal Services,Week 1,19,,,,,,,,,,,,0,Quincy,Massachusetts,,,,
Contestant,821,Meredith Phillips,Bachelorette,Bachelorette 2,Chad,,31,Pharmaceutical Sales Rep,Pharmaceutical Sales Representative,Sales,Week 6,3,,,,,,,,,,,,0,Buffalo,New York,,,,
Contestant,822,Meredith Phillips,Bachelorette,Bachelorette 2,Chris,,31,Accountant,Accountant,Financial Services & Investing,Week 1,20,,,,,,,,,,,,0,Boston,Massachusetts,,,,
Contestant,823,Meredith Phillips,Bachelorette,Bachelorette 2,Cory,Higgins,24,Small Business Owner,Small Business Owner,Business & Entrepreneurship,Week 1,21,,,,,,,,,,,,0,Long Beach Island,New Jersey,,,,
Contestant,824,Meredith Phillips,Bachelorette,Bachelorette 2,Damon,,28,Arena Football Player,Arena Football Player,Professional Athletics,Week 2,11,,,,,,,,,,,,0,Cardiff,California,,,,
Contestant,825,Meredith Phillips,Bachelorette,Bachelorette 2,Eliot,,25,Options Trader,Options Trader,Financial Services & Investing,Week 2,12,,,,,,,,,,,,0,Mountain View,California,,,,
Contestant,826,Meredith Phillips,Bachelorette,Bachelorette 2,Harold,Hersh,29,Professional Hockey Player,Professional Hockey Player,Professional Athletics,Week 2,13,,,,,,,,,,,,0,Rock Island,Illinois,,,,
Contestant,827,Meredith Phillips,Bachelorette,Bachelorette 2,Ian,McKee,29,Equity Research Sales,Equity Research Sales,Financial Services & Investing,Winner,1,,,,,,,,,,,,0,New York,New York,,,,
Contestant,828,Meredith Phillips,Bachelorette,Bachelorette 2,Jeff,O'Quinn,30,Pharmaceutical Sales Rep,Pharmaceutical Sales Representative,Sales,Week 1,22,,,,,,,,,,,,0,Macon,Georgia,,,,
Contestant,829,Meredith Phillips,Bachelorette,Bachelorette 2,Justin,,25,Professional Baseball Player,Professional Baseball Player,Professional Athletics,Week 1,23,,,,,,,,,,,,0,Orlando,Florida,,,,
Contestant,830,Meredith Phillips,Bachelorette,Bachelorette 2,Keith,,31,Financial Analyst,Financial Analyst,Financial Services & Investing,Week 1,24,,,,,,,,,,,,0,Baltimore,Maryland,,,,
Contestant,831,Meredith Phillips,Bachelorette,Bachelorette 2,Lanny,Lawrence,26,Stallion and Breeding Manager,Stallion & Breeding Manager,Pet & Livestock Services,Week 5,4,,,,,,,,,,,,0,Aubrey,Texas,,,,
Contestant,832,Meredith Phillips,Bachelorette,Bachelorette 2,Marcus,,26,Personal Trainer,Personal Trainer,Personal Trainers & Coaches,Week 2,14,,,,,,,,,,,,0,Los Angeles,California,,,,
Contestant,833,Meredith Phillips,Bachelorette,Bachelorette 2,Matthew,Hickl,28,Pharmaceutical Sales Rep,Pharmaceutical Sales Representative,Sales,Week 8,2,,,,,,,,,,,,0,Friendswood,Texas,,,,
Contestant,834,Meredith Phillips,Bachelorette,Bachelorette 2,Rick,,29,Business Manager,Business Manager,Business & Entrepreneurship,Week 3,8,,,,,,,,,,,,0,San Diego,California,,,,
Contestant,835,Meredith Phillips,Bachelorette,Bachelorette 2,Robert,,32,Alliance Development,Alliance Development,Business & Entrepreneurship,Week 2,15,,,,,,,,,,,,0,El Segundo,California,,,,
Contestant,836,Meredith Phillips,Bachelorette,Bachelorette 2,Ryan,M.,30,Financial Advisor,Financial Advisor,Financial Services & Investing,Week 4,6,,,,,,,,,,,,0,Santa Barbara,California,,,,
Contestant,837,Meredith Phillips,Bachelorette,Bachelorette 2,Ryan,R.,29,Sales/Marketing,Sales / Marketing,Sales,Week 3,9,,,,,,,,,,,,0,Wynola,California,,,,
Contestant,838,Meredith Phillips,Bachelorette,Bachelorette 2,Sean,,31,CPA,Certified Public Accountant,Financial Services & Investing,Week 4,7,,,,,,,,,,,,0,Wall,New Jersey,,,,
Contestant,839,Meredith Phillips,Bachelorette,Bachelorette 2,Todd,,36,Options Trader,Options Trader,Financial Services & Investing,Week 3,10,,,,,,,,,,,,0,San Francisco,California,,,,
Contestant,840,Meredith Phillips,Bachelorette,Bachelorette 2,Trever,,35,Restaurateur,Restaurateur,Food Service,Week 1,25,,,,,,,,,,,,0,North Wales,Pennsylvania,,,,
Contestant,841,Nick Viall,Bachelor,Bachelor 21,Alexis,Waters,23,Aspiring Dolphin Trainer,Aspiring Dolphin Trainer,Pet & Livestock Services,Week 5,12,,,,,,,,1,,,,1,Secaucus,New Jersey,,,,
Contestant,842,Nick Viall,Bachelor,Bachelor 21,Angela,Amezcua,26,Model,Model,Modeling & Acting,Week 1,23,,,,,,,,,1,1,,2,Cumberland,Maryland,,,,
Contestant,843,Nick Viall,Bachelor,Bachelor 21,Astrid,Loch,26,Plastic Surgery Office Manager,Plastic Surgery Office Manager,Health & Human Services Administration,Week 4,14,,,,,,,,,1,,,1,Tampa,Florida,,,,
Contestant,844,Nick Viall,Bachelor,Bachelor 21,Briana,Guertler,28,Surgical Unit Nurse,Surgical Unit Nurse,Health & Medical Professional,Week 1,27,,,,,,,,,,,,0,Salt Lake City,Utah,,,,
Contestant,845,Nick Viall,Bachelor,Bachelor 21,Brittany,Farrar,26,Travel Nurse,Travel Nurse,Health & Medical Professional,Week 3,16,,,,,,,,,,,,0,Santa Monica,California,,,,
Contestant,846,Nick Viall,Bachelor,Bachelor 21,Christen,Whitney,25,Wedding Videographer,Wedding Videographer,Art & Design,Week 3,17,,,,,,,,1,1,,,2,Martinsville,Indiana,,,,
Contestant,847,Nick Viall,Bachelor,Bachelor 21,Corinne,Olympios,24,Business Owner,Business Owner,Business & Entrepreneurship,Week 8,4,,,,,,,,1,,,,1,Miami,Florida,,,,
Contestant,848,Nick Viall,Bachelor,Bachelor 21,Danielle,Maltby,31,Neonatal Nurse,Neonatal Nurse,Health & Medical Professional,Week 7,6,,,,,,,,1,,,,1,Colgate,Wisconsin,,,,
Contestant,849,Nick Viall,Bachelor,Bachelor 21,Danielle,Lombard,27,Small Business Owner,Small Business Owner,Business & Entrepreneurship,Week 6,7,,,,,,,,1,,,,1,Danville,California,,,,
Contestant,850,Nick Viall,Bachelor,Bachelor 21,Dominique,Alexis,25,Restaurant Server,Restaurant Server,Food Service,Week 3,18,,,,,,,,1,,,,1,Los Angeles,California,,,,
Contestant,851,Nick Viall,Bachelor,Bachelor 21,Elizabeth,Whitelaw,24,Marketing Manager,Marketing Manager,Advertising & Marketing,Week 2,21,,,,,,,,,,,,0,New Trier,Illinois,,,,
Contestant,852,Nick Viall,Bachelor,Bachelor 21,Hailey,Merkt,23,Photographer,Photographer,Art & Design,Week 2,20,,,,,,,,,,,,0,Vancouver,Canada,,,,
Contestant,853,Nick Viall,Bachelor,Bachelor 21,Ida Mariee,De Los Santons,23,Sales Manager,Sales Manager,Sales,Week 1,26,,,,,,,,,,,,0,Harlingen,Texas,,,,
Contestant,854,Nick Viall,Bachelor,Bachelor 21,Jaimi,King,28,Chef,Chef,Food Service,Week 5,10,,,,,,,,1,,,,1,New Orleans,Louisiana,,,,
Contestant,855,Nick Viall,Bachelor,Bachelor 21,Jasmine,Goode,29,Pro Basketball Dancer,Professional Basketball Dancer,Professional Athletics,Week 6,9,,,,,,,,1,,,,1,Maplewood,New Jersey,,,,
Contestant,856,Nick Viall,Bachelor,Bachelor 21,Jasmine,Brown,25,Flight Attendant,Flight Attendant,Aviation,Week 1,24,,,,,,,,,,,,0,Tacoma,Washington,,,,
Contestant,857,Nick Viall,Bachelor,Bachelor 21,Josephine,Tutman,24,Registered Nurse,Registered Nurse,Health & Medical Professional,Week 5,11,,,,,,,,,,,,0,Santa Cruz,California,,,,
Contestant,858,Nick Viall,Bachelor,Bachelor 21,Kristina,Schulman,24,Dental Hygienist,Dental Hygienist,Health & Medical Professional,Week 7,5,,,,,,,,1,,1,,2,Lexington,Kentucky,,,,
Contestant,859,Nick Viall,Bachelor,Bachelor 21,Lacey,Mark,25,Digital Marketing Manager,Digital Marketing Manager,Advertising & Marketing,Week 2,19,,,,,,,,1,,,,1,Montville Township,New Jersey,,,,
Contestant,860,Nick Viall,Bachelor,Bachelor 21,Lauren,Hussey,30,Law School Graduate,Law School Graduate,Lawyers & Legal Services,Week 1,28,,,,,,,,,,,,0,Naples,Florida,,,,
Contestant,861,Nick Viall,Bachelor,Bachelor 21,Liz,Sandoz,29,Doula,Doula,Health & Medical Professional,Week 2,22,,,,,,,,,,,,0,Scottsbluff,Nebraska,,,,
Contestant,862,Nick Viall,Bachelor,Bachelor 21,Michelle,Ramkissoon,24,Food Truck Owner,Food Truck Owner,Food Service,Week 1,30,,,,,,,,,,,,0,Los Angeles,California,,,,
Contestant,863,Nick Viall,Bachelor,Bachelor 21,Olivia,Burnette,25,Apparel Sales Representative,Apparel Sales Representative,Fashion Design & Retail,Week 1,25,,,,,,,,,,,,0,Anchorage,Alaska,,,,
Contestant,864,Nick Viall,Bachelor,Bachelor 21,Rachel,Lindsay,31,Attorney,Attorney,Lawyers & Legal Services,Week 9,3,,,,,,,,,,,,0,Dallas,Texas,,,,
Contestant,865,Nick Viall,Bachelor,Bachelor 21,Raven,Gates,25,Fashion Boutique Owner,Fashion Boutique Owner,Fashion Design & Retail,Runner-Up,2,,,,,,,,1,,,,1,Hoxie,Arkansas,,,,
Contestant,866,Nick Viall,Bachelor,Bachelor 21,Sarah,Vendal,26,Grade School Teacher,Grade School Teacher,Teaching,Week 4,15,,,,,,,,1,,,,1,Palmdale,California,,,,
Contestant,867,Nick Viall,Bachelor,Bachelor 21,Susannah,Milan,26,Account Manager,Account Manager,Advertising & Marketing,Week 1,29,,,,,,,,,,,,0,San Diego,California,,,,
Contestant,868,Nick Viall,Bachelor,Bachelor 21,Taylor,Nolan,23,Mental Health Counselor,Mental Health Counselor,Health & Medical Professional,Week 5,13,,,,,,,,1,,,,1,Seattle,Washington,,,,
Contestant,869,Nick Viall,Bachelor,Bachelor 21,Vanessa,Grimaldi,29,Special Education Teacher,Special Education Teacher,Teaching,Winner,1,,,,,,,,,,,,0,Montreal,Canada,,,,
Contestant,870,Nick Viall,Bachelor,Bachelor 21,Whitney,Fransway,25,Pilates Instructor,Pilates Instructor,Personal Trainers & Coaches,Week 6,8,,,,,,,,,,1,,1,Chanhassen,Minnesota,,,,
Contestant,871,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Agnese,Polliza,24,Student,Student,Student (General),Week 5,4,,,,,,,,,,,,0,Venice,Italy,,,,
Contestant,872,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Andrea,Shirley,28,Hotel concierge,Hotel Concierge,Hospitality,Week 1,26,,,,,,,,,,,,0,Cincinnati,Ohio,,,,
Contestant,873,Prince Lorenzo Borghese,Bachelor,Bachelor 9,April,Jacobs,23,Model,Model,Modeling & Acting,Week 1,27,,,,,,,,,,,,0,Chicago,Illinois,,,,
Contestant,874,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Britt (Bowe),Newton,28,Beer chemist,Beer Chemist,Science & Research,Week 1,25,,,,,,,,,,,,0,Columbus,Ohio,,,,
Contestant,875,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Carissa,Ilburg,25,Attorney,Attorney,Lawyers & Legal Services,Week 1,24,,,,,,,,,,,,0,Cattaraugus,New York,,,,
Contestant,876,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Claudia,Gismondi,22,Restaurateur,Restaurateur,Food Service,Week 1,23,,,,,,,,,,,,0,Boca Raton,Florida,,,,
Contestant,877,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Cosetta,Blanca,,Dancer,Dancer,Professional Athletics,Week 1,22,,,,,,,,,,,,0,,Italy,,,,
Contestant,878,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Desiree,Valentin,22,Realtor,Realtor,Real Estate & Interior Design,Week 4,6,,,,,,,,,,,,0,Salt Lake City,Utah,,,,
Contestant,879,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Ellen,DeMaio,30,Realtor,Realtor,Real Estate & Interior Design,Week 2,12,,,,,,,,,,,,0,New Haven,Connecticut,,,,
Contestant,880,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Elyse,Hammer,27,Physician,Physician,Physicians & Dentists,Week 1,21,,,,,,,,,,,,0,New York City,New York,,,,
Contestant,881,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Erica,Rose,23,Socialite,Socialite,Entertainment & Recreation,Week 3,9,,,1,1,,,,,,,,2,Houston,Texas,,,,
Contestant,882,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Gina,Clark,28,Ultrasound technician,Ultrasound Technician,Health & Medical Professional,Week 3,8,,,,,,,,,,,,0,Dallas,Texas,,,,
Contestant,883,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Heather,Sneed,34,Registered nurse,Registered Nurse,Health & Medical Professional,Week 1,20,,,,,,,,,,,,0,Aliquippa,Pennsylvania,,,,
Contestant,884,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Jami,Matzke,27,Event planner,Event Planner,Event Planning,Week 3,7,,,,,,,,,,,,0,Galveston,Texas,,,,
Contestant,885,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Jeanette,Pawula,23,Teacher,Teacher,Teaching,Week 4,5,,,,,,,,,,,,0,Bloomingdale,Illinois,,,,
Contestant,886,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Jennifer,Wilson,24,Teacher,Teacher,Teaching,Winner,1,,,,,,,,,,,,0,Pembroke Pines,Florida,,,,
Contestant,887,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Jessica,Horner,25,Assistant buyer,Assistant Buyer,Fashion Design & Retail,Week 1,19,,,,,,,,,,,,0,Charlotte,North Carolina,,,,
Contestant,888,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Kim,Jackson,27,Interior designer,Interior Designer,Real Estate & Interior Design,Week 2,11,,,,,,,,,,,,0,Newport Beach,California,,,,
Contestant,889,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Laura,Morgan,29,Dolphin trainer,Dolphin Trainer,Pet & Livestock Services,Week 1,18,,,,,,,,,,,,0,San Diego,California,,,,
Contestant,890,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Lisa,Blank,25,Marketing manager,Marketing Manager,Advertising & Marketing,Week 6,3,,,,,,,,,,,,0,Portland,Oregon,,,,
Contestant,891,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Mari,Barr,27,Attorney,Attorney,Lawyers & Legal Services,Week 1,17,,,,,,,,,,,,0,Biloxi,Mississippi,,,,
Contestant,892,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Renee,Snell,30,Broadcast marketer,Broadcast Marketer,Media & Journalism,Week 1,16,,,,,,,,,,,,0,Baltimore,Maryland,,,,
Contestant,893,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Rita,Ghazal,29,Policy advisor,Policy Advisor,Politics,Week 1,15,,,,,,,,,,,,0,Richmond,Virginia,,,,
Contestant,894,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Rosella,Fratto,27,Make-up artist,Make-Up Artist,Hair & Makeup,Week 1,14,,,,,,,,,,,,0,Chicago,Illinois,,,,
Contestant,895,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Sadie,Murray,23,Publicist,Publicist,Public Relations & Communications,Week 7,2,,,,,,,,,,,,0,Carlsbad,California,,,,
Contestant,896,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Sarah,Schnare,30,Journalist,Journalist,Media & Journalism,Week 2,10,,,,,,,,,,,,0,Nelson,Canada,,,,
Contestant,897,Prince Lorenzo Borghese,Bachelor,Bachelor 9,Tara,Durr,24,Realtor,Realtor,Real Estate & Interior Design,Week 1,13,,,,,,,,,,,,0,St. Augustine,Florida,,,,
Contestant,898,Rachel Lindsay,Bachelorette,Bachelorette 13,Adam,Gottschalk,27,Real Estate Agent,Real Estate Agent,Real Estate & Interior Design,Week 7,5,,,,,,,,1,,,,1,Dallas,Texas,,,,
Contestant,899,Rachel Lindsay,Bachelorette,Bachelorette 13,Alex,Bordyukov,28,Information Systems Supervisor,Information Systems Supervisor,Technology & Software,Week 6,7,,,,,,,,,,,,0,Grosse Pointe,Michigan,,,,
Contestant,900,Rachel Lindsay,Bachelorette,Bachelorette 13,Anthony,Battle,26,Education Software Manager,Education Software Manager,Technology & Software,Week 5,10,,,,,,,,,,,,0,Chicago,Illinois,,,,
Contestant,901,Rachel Lindsay,Bachelorette,Bachelorette 13,Blake,Elarbee,31,Aspiring Drummer,Aspiring Drummer,Musicians & Singers,Week 2,20,,,,,,,,1,,,,1,Marina del Rey,California,,,,
Contestant,902,Rachel Lindsay,Bachelorette,Bachelorette 13,Blake,Killpack,29,U.S. Marine Veteran,U.S. Marine Veteran,Military & Civil Service,Week 1,28,,,,,,,,,,,,0,San Francisco,California,,,,
Contestant,903,Rachel Lindsay,Bachelorette,Bachelorette 13,Brady,Ervin,29,Male Model,Male Model,Modeling & Acting,Week 3,16,,,,,,,,,,,,0,Eden Prairie,Minnesota,,,,
Contestant,904,Rachel Lindsay,Bachelorette,Bachelorette 13,Bryan,Abasolo,37,Chiropractor,Chiropractor,Food Service,Winner,1,,,,,,,,,,,,0,Miami,Florida,,,,
Contestant,905,Rachel Lindsay,Bachelorette,Bachelorette 13,Bryce,Powers,30,Firefighter,Firefighter,Military & Civil Service,Week 3,18,,,,,,,,,,,,0,Orlando,Florida,,,,
Contestant,906,Rachel Lindsay,Bachelorette,Bachelorette 13,Dean,Unglert,26,Startup Recruiter,Startup Recruiter,Human Resources & Recruiting,Week 8,4,,,,,,,,1,,1,1,3,Aspen,Colorado,,,,
Contestant,907,Rachel Lindsay,Bachelorette,Bachelorette 13,DeMario,Jackson,30,Executive Recruiter,Executive Recruiter,Human Resources & Recruiting,Week 2,23,,,,,,,,1,,,,1,Century City,California,,,,
Contestant,908,Rachel Lindsay,Bachelorette,Bachelorette 13,Diggy,Moreland,31,Senior Inventory Analyst,Senior Inventory Analyst,Business & Entrepreneurship,Week 3,17,,,,,,,,1,1,,,2,Chicago,Illinois,,,,
Contestant,909,Rachel Lindsay,Bachelorette,Bachelorette 13,Eric,Bigger,29,Personal Trainer,Personal Trainer,Personal Trainers & Coaches,Week 9,3,,,,,,,,,1,,1,2,Baltimore,Maryland,,,,
Contestant,910,Rachel Lindsay,Bachelorette,Bachelorette 13,Fred,Johnson,27,Executive Assistant,Executive Assistant,Business & Entrepreneurship,Week 3,19,,,,,,,,1,,,,1,Dallas,Texas,,,,
Contestant,911,Rachel Lindsay,Bachelorette,Bachelorette 13,Grant,Hubsher,29,Emergency Medicine Physician,Emergency Medicine Physician,Physicians & Dentists,Week 1,27,,,,,,,,,,,,0,Palm Harbor,Florida,,,,
Contestant,912,Rachel Lindsay,Bachelorette,Bachelorette 13,Iggy,Rodriguez,30,Consulting Firm CEO,Consulting Firm CEO,Business & Entrepreneurship,Week 4,13,,,,,,,,1,,,,1,Pasadena,California,,,,
Contestant,913,Rachel Lindsay,Bachelorette,Bachelorette 13,Jack,Stone,32,Attorney,Attorney,Lawyers & Legal Services,Week 4,15,,,,,,,,1,,,,1,Dallas,Texas,,,,
Contestant,914,Rachel Lindsay,Bachelorette,Bachelorette 13,Jamey,Kocan,32,Sales Account Executive,Sales Account Executive,Sales,Week 2,21,,,,,,,,,,,1,1,Santa Monica,California,,,,
Contestant,915,Rachel Lindsay,Bachelorette,Bachelorette 13,Jedidiah,Ballard,35,ER Physician,ER Physician,Physicians & Dentists,Week 1,24,,,,,,,,,,,,0,Augusta,Georgia,,,,
Contestant,916,Rachel Lindsay,Bachelorette,Bachelorette 13,Jonathan,Treece,31,Tickle Monster,Tickle Monster,Entertainment & Recreation,Week 4,14,,,,,,,,1,,,,1,New Smyrna Beach,Florida,,,,
Contestant,917,Rachel Lindsay,Bachelorette,Bachelorette 13,Josiah,Graham,28,Prosecuting Attorney,Prosecuting Attorney,Lawyers & Legal Services,Week 5,11,,,,,,,,,,,1,1,Plantation,Florida,,,,
Contestant,918,Rachel Lindsay,Bachelorette,Bachelorette 13,Kenny,Layne,35,Professional Wrestler,Professional Wrestler,Professional Athletics,Week 6,9,,,,,,,,,1,,,1,Orlando,Florida,,,,
Contestant,919,Rachel Lindsay,Bachelorette,Bachelorette 13,Kyle,Sherwood,26,Marketing Consultant,Marketing Consultant,Advertising & Marketing,Week 1,31,,,,,,,,,,,,0,Stratford,Connecticut,,,,
Contestant,920,Rachel Lindsay,Bachelorette,Bachelorette 13,Lee,Garrett,30,Singer/Songwriter,Singer / Songwriter,Musicians & Singers,Week 5,12,,,,,,,,,,,,0,Jacksonville,Florida,,,,
Contestant,921,Rachel Lindsay,Bachelorette,Bachelorette 13,Lucas,Yancey,30,Whaboom,Whaboom,Entertainment & Recreation,Week 2,22,,,,,,,,,,,,0,Woodside,California,,,,
Contestant,922,Rachel Lindsay,Bachelorette,Bachelorette 13,Matt,Munson,32,Construction Sales Rep,Construction Sales Representative,Sales,Week 7,6,,,,,,,,1,,,,1,Meriden,Connecticut,,,,
Contestant,923,Rachel Lindsay,Bachelorette,Bachelorette 13,Michael,Black,26,Former Professional Basketball Player,Former Professional Basketball Player,Professional Athletics,Week 1,25,,,,,,,,,,,,0,Chicago,Illinois,,,,
Contestant,924,Rachel Lindsay,Bachelorette,Bachelorette 13,Milton,LaCroix,31,Hotel Recreation Supervisor,Hotel Recreation Supervisor,Hospitality,Week 1,29,,,,,,,,,,,,0,North Bay Village,Florida,,,,
Contestant,925,Rachel Lindsay,Bachelorette,Bachelorette 13,Mohit,Sehgal,26,Product Manager,Product Manager,Business & Entrepreneurship,Week 1,30,,,,,,,,,,,,0,Pacifica,California,,,,
Contestant,926,Rachel Lindsay,Bachelorette,Bachelorette 13,Peter,Kraus ,31,Business Owner,Business Owner,Business & Entrepreneurship,Runner-Up,2,,,,,,,,,,,,0,Madison,Wisconsin,,,,
Contestant,927,Rachel Lindsay,Bachelorette,Bachelorette 13,Rob,Howard,30,Law Student,Law Student,Lawyers & Legal Services,Week 1,26,,,,,,,,,,,,0,Calgary,Canada,,,,
Contestant,928,Rachel Lindsay,Bachelorette,Bachelorette 13,Will,Gaskins,28,Sales Manager,Sales Manager,Sales,Week 6,8,,,,,,,,,,,,0,White Plains,New York,,,,
Contestant,929,Sean Lowe,Bachelor,Bachelor 17,Amanda,Meyer,26,Fit Model,Fitness Model,Modeling & Acting,Week 4,12,,,,,,,,,,,,0,Bakersfield,California,,,,
Contestant,930,Sean Lowe,Bachelor,Bachelor 17,AshLee,Frazier,32,Personal Organizer,Personal Organizer,Child Care & Family Services,Week 9,3,,,,,1,,,,,,,1,Houston,Texas,,,,
